student,chapter,attempt,concept,correct,total,accuracy
Bader,4,1,Ratio_WordProblems,0,1,39.205108555700384
Bader,4,1,Rate,0,1,41.345491482753474
Bader,4,2,Ratio_Basics,1,1,88.22813680714243
Bader,4,2,Ratio_Simplify,1,1,75.20410786676568
Bader,4,2,Proportion,1,1,74.8182338994918
Bader,4,2,Ratio_WordProblems,0,1,64.7971575485655
Bader,4,2,Rate,1,1,89.34325789465738
Bader,5,1,Algebra_Variables,0,1,52.31708269279663
Bader,5,1,Algebra_Equations,0,1,46.905216361453476
Bader,5,1,Algebra_Substitution,0,1,62.733527943992385
Bader,5,1,Algebra_Expressions,0,1,43.36716874516679
Bader,5,1,Solve_for_x,0,1,57.4335120118444
Bader,5,2,Algebra_Variables,0,1,55.77372106468874
Bader,5,2,Algebra_Equations,1,1,70.1649046354218
Bader,5,2,Algebra_Substitution,0,1,64.68611825396023
Bader,5,2,Algebra_Expressions,0,1,42.99948857013734
Bader,5,2,Solve_for_x,1,1,77.77165786956775
Ahmed,1,1,Fractions_Represent,0,1,52.36216399557904
Ahmed,1,1,Fractions_Equivalent,0,1,48.10855905526606
Ahmed,1,1,Fractions_Compare,0,1,37.10087662976914
Ahmed,1,1,Fractions_Decimal,0,1,49.354655289369994
Ahmed,1,1,Fractions_Simplify,0,1,29.94022985346658
Ahmed,1,2,Fractions_Represent,0,1,53.56014638991739
Ahmed,1,2,Fractions_Equivalent,0,1,66.76537000236137
Ahmed,1,2,Fractions_Compare,0,1,54.05473269395015
Ahmed,1,2,Fractions_Decimal,0,1,43.95246300071999
Ahmed,1,2,Fractions_Simplify,0,1,49.46324208694642
Ahmed,2,1,Decimals_PlaceValue,0,1,56.759957060825535
Ahmed,2,1,Decimals_Compare,0,1,57.635523642315846
Ahmed,2,1,Decimals_Operations,0,1,65.37028355838747
Ahmed,2,1,Decimals_ToFraction,0,1,55.42701182102321
Ahmed,2,1,Decimals_Round,0,1,64.97054354475253
Ahmed,2,2,Decimals_PlaceValue,0,1,62.0198580957334
Ahmed,2,2,Decimals_Compare,0,1,48.93898262372619
Ahmed,2,2,Decimals_Operations,0,1,52.1210476814755
Ahmed,2,2,Decimals_ToFraction,0,1,62.10215600721972
Ahmed,2,2,Decimals_Round,0,1,56.84178159295306
Ahmed,3,1,Percent_Basics,0,1,34.39457918771397
Ahmed,3,1,Percent_ToFraction,0,1,37.08261151139804
Ahmed,3,1,Percent_WordProblems,0,1,40.62905699042315
Ahmed,3,1,Percent_OfQuantity,0,1,43.850553698078116
Ahmed,3,1,Percent_Change,0,1,43.28490079291208
Ahmed,3,2,Percent_Basics,0,1,62.77897865609275
Ahmed,3,2,Percent_ToFraction,0,1,62.70991852817582
Ahmed,3,2,Percent_WordProblems,0,1,42.71252307922018
Ahmed,3,2,Percent_OfQuantity,0,1,64.72869521437039
Ahmed,3,2,Percent_Change,0,1,57.70317481783524
Ahmed,4,1,Ratio_Basics,0,1,46.020623060110125
Ahmed,4,1,Ratio_Simplify,0,1,46.19896353388317
Ahmed,4,1,Proportion,0,1,58.12936670642766
Ahmed,4,1,Ratio_WordProblems,0,1,49.47131669437992
Ahmed,4,1,Rate,0,1,41.21377302222821
Ahmed,4,2,Ratio_Basics,0,1,66.01211101203037
Ahmed,4,2,Ratio_Simplify,0,1,60.784413998728034
Ahmed,4,2,Proportion,0,1,53.44041089139057
Ahmed,4,2,Ratio_WordProblems,0,1,55.56428313819131
Ahmed,4,2,Rate,0,1,63.87441617987899
Ahmed,5,1,Algebra_Variables,0,1,46.13563816858183
Ahmed,5,1,Algebra_Equations,0,1,34.666638243745076
Ahmed,5,1,Algebra_Substitution,0,1,62.346622841177805
Ahmed,5,1,Algebra_Expressions,0,1,58.66757311326096
Ahmed,5,1,Solve_for_x,0,1,46.37283545755507
Ahmed,5,2,Algebra_Variables,0,1,59.596977643788826
Ahmed,5,2,Algebra_Equations,0,1,57.35372658255305
Ahmed,5,2,Algebra_Substitution,0,1,56.84028122444153
Ahmed,5,2,Algebra_Expressions,0,1,50.7123626583858
Ahmed,5,2,Solve_for_x,0,1,66.81978966642846
testbnazoz,1,1,ضرب/قسمة الكسور,1,1,100
testbnazoz,1,1,مقارنة الأعداد النسبية,1,1,100
testbnazoz,1,1,الكسور,0,1,0
testbnazoz,1,1,ضرب/قسمة الكسور,0,1,0
testbnazoz,1,1,ضرب/قسمة الكسور,0,1,0
test66,1,1,جمع الكسور,0,1,0
test66,1,1,الكسور,0,1,0
test66,1,1,مقارنة الأعداد النسبية,0,1,0
test66,1,1,الكسور,1,1,100
test66,1,1,مقارنة الأعداد النسبية,0,1,0
test778,3,1,النسبة المئوية,0,1,0
test778,3,1,نسبة من كمية,0,1,0
test778,3,1,نسبة من كمية,0,1,0
test778,3,1,تحويل النسبة,0,1,0
test778,3,1,النسبة المئوية,1,1,100
test929,3,1,المعادلة المئوية,1,1,100
test929,3,1,التغير المئوي,1,1,100
test929,3,1,حساب النسبة,1,1,100
test929,3,1,النسبة المئوية,0,1,0
test929,3,1,تحويل النسب,0,1,0
